type,object,confidence,timestamp,status
object_detection,person,0.8056979775428772,2025-04-06 15:11:51,new
object_detection,person,0.8098572492599487,2025-04-06 15:11:51,new
object_detection,person,0.8648781776428223,2025-04-06 15:11:51,new
object_detection,person,0.8524424433708191,2025-04-06 15:11:51,new
object_detection,person,0.7409713268280029,2025-04-06 15:11:51,new
object_detection,person,0.7409713268280029,2025-04-06 15:11:51,new
object_detection,person,0.7209131717681885,2025-04-06 15:11:51,new
object_detection,person,0.847183108329773,2025-04-06 15:11:51,new
object_detection,person,0.847183108329773,2025-04-06 15:11:52,new
object_detection,person,0.8675142526626587,2025-04-06 15:11:52,new
object_detection,person,0.9053024053573608,2025-04-06 15:11:52,new
object_detection,person,0.9344438314437866,2025-04-06 15:11:52,new
object_detection,person,0.8728106021881104,2025-04-06 15:11:52,new
object_detection,person,0.89939284324646,2025-04-06 15:11:52,new
object_detection,person,0.9102516770362854,2025-04-06 15:11:52,new
object_detection,person,0.9102516770362854,2025-04-06 15:11:52,new
object_detection,person,0.8967641592025757,2025-04-06 15:11:54,new
object_detection,person,0.9010582566261292,2025-04-06 15:11:54,new
object_detection,person,0.915898859500885,2025-04-06 15:11:54,new
object_detection,person,0.9248040318489075,2025-04-06 15:11:55,new
object_detection,person,0.8907536864280701,2025-04-06 15:11:55,new
object_detection,person,0.8066446781158447,2025-04-06 15:11:55,new
object_detection,person,0.8460748791694641,2025-04-06 15:11:55,new
object_detection,person,0.9102753400802612,2025-04-06 15:11:55,new
object_detection,person,0.8735297918319702,2025-04-06 15:11:55,new
object_detection,person,0.8299469947814941,2025-04-06 15:11:56,new
object_detection,person,0.8450148701667786,2025-04-06 15:11:56,new
object_detection,person,0.8931169509887695,2025-04-06 15:11:56,new
object_detection,person,0.8079348206520081,2025-04-06 15:11:56,new
object_detection,person,0.7942517995834351,2025-04-06 15:11:56,new
object_detection,person,0.8578883409500122,2025-04-06 15:11:57,new
object_detection,person,0.8956723213195801,2025-04-06 15:11:57,new
object_detection,person,0.8677598237991333,2025-04-06 15:11:57,new
object_detection,person,0.9111727476119995,2025-04-06 15:11:57,new
object_detection,person,0.8671222925186157,2025-04-06 15:11:57,new
object_detection,person,0.8699812293052673,2025-04-06 15:11:57,new
object_detection,person,0.8699812293052673,2025-04-06 15:11:57,new
object_detection,person,0.9199512004852295,2025-04-06 15:11:57,new
object_detection,person,0.860115647315979,2025-04-06 15:11:58,new
object_detection,person,0.8576087355613708,2025-04-06 15:11:58,new
object_detection,person,0.7678880095481873,2025-04-06 15:11:58,new
object_detection,person,0.675211489200592,2025-04-06 15:11:58,new
object_detection,person,0.674211859703064,2025-04-06 15:11:58,new
object_detection,person,0.8893467783927917,2025-04-06 15:11:58,new
object_detection,person,0.7896514534950256,2025-04-06 15:11:59,new
object_detection,person,0.819509744644165,2025-04-06 15:11:59,new
object_detection,person,0.722106397151947,2025-04-06 15:11:59,new
object_detection,person,0.5064548850059509,2025-04-06 15:12:00,new
object_detection,person,0.7743029594421387,2025-04-06 15:12:00,new
object_detection,person,0.8527780771255493,2025-04-06 15:12:00,new
object_detection,person,0.9073708653450012,2025-04-06 15:12:00,new
object_detection,person,0.6734687089920044,2025-04-06 15:12:01,new
object_detection,person,0.8239872455596924,2025-04-06 15:12:01,new
object_detection,person,0.7761003375053406,2025-04-06 15:12:01,new
object_detection,person,0.8807114958763123,2025-04-06 15:12:01,new
object_detection,person,0.8807114958763123,2025-04-06 15:12:01,new
object_detection,person,0.7487123012542725,2025-04-06 15:12:02,new
object_detection,person,0.7487123012542725,2025-04-06 15:12:02,new
object_detection,person,0.8711889386177063,2025-04-06 15:12:02,new
object_detection,person,0.7853395342826843,2025-04-06 15:12:02,new
object_detection,person,0.7853395342826843,2025-04-06 15:12:02,new
object_detection,person,0.6865184903144836,2025-04-06 15:12:02,new
object_detection,person,0.8609068989753723,2025-04-06 15:12:02,new
object_detection,person,0.8171125054359436,2025-04-06 15:12:03,new
object_detection,person,0.7216113805770874,2025-04-06 15:12:03,new
object_detection,person,0.880118727684021,2025-04-06 15:12:03,new
object_detection,person,0.8196696043014526,2025-04-06 15:12:03,new
object_detection,person,0.8196696043014526,2025-04-06 15:12:03,new
object_detection,person,0.8354399800300598,2025-04-06 15:12:03,new
object_detection,person,0.8354399800300598,2025-04-06 15:12:03,new
object_detection,person,0.5469436645507812,2025-04-06 15:12:04,new
object_detection,person,0.8620936274528503,2025-04-06 15:12:04,new
object_detection,person,0.8621054887771606,2025-04-06 15:12:04,new
object_detection,person,0.8718110918998718,2025-04-06 15:12:04,new
object_detection,person,0.9018450975418091,2025-04-06 15:12:04,new
object_detection,person,0.9068100452423096,2025-04-06 15:12:04,new
object_detection,person,0.9068100452423096,2025-04-06 15:12:04,new
object_detection,person,0.6378211379051208,2025-04-06 15:12:05,new
object_detection,person,0.6770380735397339,2025-04-06 15:12:05,new
object_detection,person,0.601264238357544,2025-04-06 15:12:05,new
object_detection,person,0.5887535810470581,2025-04-06 15:12:05,new
object_detection,person,0.7744470834732056,2025-04-06 15:12:05,new
object_detection,person,0.842091977596283,2025-04-06 15:12:05,new
object_detection,person,0.7812116146087646,2025-04-06 15:12:05,new
object_detection,person,0.7889609932899475,2025-04-06 15:12:05,new
object_detection,person,0.845747709274292,2025-04-06 15:12:06,new
object_detection,person,0.8011536002159119,2025-04-06 15:12:06,new
object_detection,person,0.7692932486534119,2025-04-06 15:12:06,new
object_detection,person,0.7335804104804993,2025-04-06 15:12:06,new
object_detection,person,0.7106532454490662,2025-04-06 15:12:06,new
object_detection,person,0.8335362672805786,2025-04-06 15:12:06,new
object_detection,person,0.8397836089134216,2025-04-06 15:12:06,new
object_detection,person,0.9105161428451538,2025-04-06 15:12:06,new
object_detection,person,0.8238862752914429,2025-04-06 15:12:06,new
object_detection,person,0.8254904747009277,2025-04-06 15:12:07,new
object_detection,person,0.7493668794631958,2025-04-06 15:12:07,new
object_detection,person,0.7905029654502869,2025-04-06 15:12:07,new
object_detection,person,0.7905029654502869,2025-04-06 15:12:07,new
object_detection,person,0.8701527714729309,2025-04-06 15:12:07,new
object_detection,person,0.8914409279823303,2025-04-06 15:12:07,new
object_detection,person,0.8744713664054871,2025-04-06 15:12:07,new
object_detection,person,0.8351096510887146,2025-04-06 15:12:08,new
object_detection,person,0.6548715829849243,2025-04-06 15:12:08,new
object_detection,person,0.8617884516716003,2025-04-06 15:12:08,new
object_detection,person,0.8729323744773865,2025-04-06 15:12:08,new
object_detection,person,0.8784735202789307,2025-04-06 15:12:08,new
object_detection,person,0.544836699962616,2025-04-06 15:12:08,new
object_detection,person,0.8646591305732727,2025-04-06 15:12:08,new
object_detection,person,0.9089654684066772,2025-04-06 15:12:08,new
object_detection,person,0.9243254065513611,2025-04-06 15:12:08,new
object_detection,person,0.9232576489448547,2025-04-06 15:12:08,new
object_detection,person,0.9197664856910706,2025-04-06 15:12:08,new
object_detection,person,0.9206506609916687,2025-04-06 15:12:09,new
object_detection,person,0.9059890508651733,2025-04-06 15:12:09,new
object_detection,person,0.9149883985519409,2025-04-06 15:12:09,new
object_detection,person,0.9152273535728455,2025-04-06 15:12:09,new
object_detection,person,0.9091196656227112,2025-04-06 15:12:09,new
object_detection,person,0.7695192694664001,2025-04-06 15:12:09,new
object_detection,person,0.887321949005127,2025-04-06 15:12:10,new
object_detection,person,0.887321949005127,2025-04-06 15:12:10,new
object_detection,person,0.8884316682815552,2025-04-06 15:12:10,new
object_detection,person,0.883721113204956,2025-04-06 15:12:10,new
object_detection,person,0.8827463388442993,2025-04-06 15:12:10,new
object_detection,person,0.8737741708755493,2025-04-06 15:12:11,new
object_detection,person,0.7709504961967468,2025-04-06 15:12:11,new
object_detection,person,0.7709504961967468,2025-04-06 15:12:11,new
object_detection,person,0.7353894710540771,2025-04-06 15:12:11,new
object_detection,person,0.8153116703033447,2025-04-06 15:12:12,new
object_detection,person,0.8308664560317993,2025-04-06 15:12:12,new
object_detection,person,0.8295060396194458,2025-04-06 15:12:12,new
object_detection,person,0.8424232602119446,2025-04-06 15:12:15,new
object_detection,person,0.8998763561248779,2025-04-06 15:12:15,new
object_detection,person,0.8624308705329895,2025-04-06 15:12:15,new
object_detection,person,0.6696824431419373,2025-04-06 15:12:18,new
object_detection,person,0.5544495582580566,2025-04-06 15:12:18,new
object_detection,person,0.832722544670105,2025-04-06 15:12:20,new
object_detection,person,0.8066672086715698,2025-04-06 15:12:20,new
object_detection,person,0.8800435066223145,2025-04-06 15:12:24,new
object_detection,person,0.8707347512245178,2025-04-06 15:12:24,new
object_detection,person,0.8917773365974426,2025-04-06 15:12:25,new
object_detection,person,0.8900417685508728,2025-04-06 15:12:25,new
object_detection,person,0.8888531923294067,2025-04-06 15:12:25,new
object_detection,person,0.8796840310096741,2025-04-06 15:12:25,new
object_detection,person,0.8766570687294006,2025-04-06 15:12:25,new
object_detection,person,0.8725354075431824,2025-04-06 15:12:25,new
object_detection,person,0.8689586520195007,2025-04-06 15:12:25,new
object_detection,person,0.8712109327316284,2025-04-06 15:12:26,new
object_detection,person,0.8646923303604126,2025-04-06 15:12:30,new
object_detection,person,0.8916254043579102,2025-04-06 15:12:30,new
object_detection,person,0.8982942700386047,2025-04-06 15:12:30,new
object_detection,person,0.8852752447128296,2025-04-06 15:12:30,new
object_detection,person,0.8998957872390747,2025-04-06 15:12:31,new
object_detection,person,0.8785114288330078,2025-04-06 15:12:31,new
object_detection,person,0.8935555219650269,2025-04-06 15:12:31,new
object_detection,person,0.8968794941902161,2025-04-06 15:12:31,new
object_detection,person,0.8914850950241089,2025-04-06 15:12:31,new
object_detection,person,0.9056832194328308,2025-04-06 15:12:31,new
object_detection,person,0.8912299275398254,2025-04-06 15:28:28,new
object_detection,person,0.8766989707946777,2025-04-06 15:28:28,new
object_detection,person,0.8168089389801025,2025-04-06 15:28:33,new
object_detection,person,0.83298659324646,2025-04-06 15:28:34,new
object_detection,person,0.611752986907959,2025-04-06 15:28:34,new
object_detection,person,0.8825296759605408,2025-04-06 15:28:34,new
object_detection,person,0.8693327307701111,2025-04-06 15:28:34,new
object_detection,person,0.6348304748535156,2025-04-06 15:28:34,new
object_detection,person,0.8624236583709717,2025-04-06 15:28:34,new
object_detection,person,0.8270713090896606,2025-04-06 15:28:34,new
object_detection,person,0.7751579880714417,2025-04-06 15:28:35,new
object_detection,person,0.8583524227142334,2025-04-06 15:28:35,new
object_detection,person,0.8583524227142334,2025-04-06 15:28:35,new
object_detection,person,0.7325743436813354,2025-04-06 15:28:35,new
object_detection,person,0.803175687789917,2025-04-06 15:28:35,new
object_detection,person,0.7561885118484497,2025-04-06 15:28:35,new
object_detection,person,0.7659561634063721,2025-04-06 15:28:35,new
object_detection,person,0.8298982381820679,2025-04-06 15:28:35,new
object_detection,person,0.7790231108665466,2025-04-06 15:28:36,new
object_detection,person,0.7676793336868286,2025-04-06 15:28:36,new
object_detection,person,0.8764362335205078,2025-04-06 15:28:36,new
object_detection,person,0.8764362335205078,2025-04-06 15:28:36,new
object_detection,person,0.8824383616447449,2025-04-06 15:28:36,new
object_detection,person,0.8824383616447449,2025-04-06 15:28:37,new
object_detection,person,0.7799596786499023,2025-04-06 15:28:39,new
object_detection,person,0.7906609177589417,2025-04-06 15:28:40,new
object_detection,person,0.3290542960166931,2025-04-06 15:28:40,new
object_detection,person,0.8699803352355957,2025-04-06 15:28:41,new
object_detection,person,0.8558104634284973,2025-04-06 15:28:41,new
object_detection,person,0.8368297219276428,2025-04-06 15:28:41,new
object_detection,person,0.3193715512752533,2025-04-06 15:28:41,new
object_detection,person,0.8256508708000183,2025-04-06 15:28:41,new
object_detection,person,0.3011317253112793,2025-04-06 15:28:41,new
object_detection,person,0.7891526818275452,2025-04-06 15:28:41,new
object_detection,person,0.42204973101615906,2025-04-06 15:28:41,new
object_detection,person,0.8896191716194153,2025-04-06 15:28:42,new
object_detection,person,0.8789038062095642,2025-04-06 15:28:42,new
object_detection,person,0.8563986420631409,2025-04-06 15:28:58,new
object_detection,person,0.8582692742347717,2025-04-06 15:28:58,new
object_detection,person,0.8534896969795227,2025-04-06 15:28:59,new
object_detection,person,0.8483134508132935,2025-04-06 15:28:59,new
object_detection,person,0.8675122261047363,2025-04-06 15:28:59,new
object_detection,person,0.8821366429328918,2025-04-06 15:28:59,new
object_detection,person,0.8619914054870605,2025-04-06 15:29:00,new
object_detection,person,0.9141477942466736,2025-04-06 15:29:00,new
object_detection,person,0.904594898223877,2025-04-06 15:29:00,new
object_detection,person,0.9251689910888672,2025-04-06 15:29:00,new
object_detection,person,0.9251689910888672,2025-04-06 15:29:00,new
object_detection,person,0.91632479429245,2025-04-06 15:29:00,new
object_detection,person,0.9329856038093567,2025-04-06 15:29:00,new
object_detection,person,0.9329856038093567,2025-04-06 15:29:01,new
object_detection,person,0.9317983984947205,2025-04-06 15:29:01,new
object_detection,person,0.9241841435432434,2025-04-06 15:29:01,new
object_detection,person,0.9212076663970947,2025-04-06 15:29:01,new
object_detection,person,0.916454553604126,2025-04-06 15:29:01,new
object_detection,person,0.8872769474983215,2025-04-06 15:29:01,new
object_detection,person,0.7990126013755798,2025-04-06 15:29:01,new
object_detection,person,0.8710593581199646,2025-04-06 15:29:01,new
object_detection,person,0.8710593581199646,2025-04-06 15:29:02,new
object_detection,person,0.8849985003471375,2025-04-06 15:29:02,new
object_detection,person,0.8754292130470276,2025-04-06 15:29:02,new
object_detection,person,0.8753754496574402,2025-04-06 15:29:02,new
object_detection,person,0.8741567134857178,2025-04-06 15:29:02,new
object_detection,person,0.8741567134857178,2025-04-06 15:29:02,new
object_detection,person,0.8509787321090698,2025-04-06 15:29:13,new
object_detection,person,0.8527695536613464,2025-04-06 15:29:16,new
object_detection,person,0.7479932904243469,2025-04-06 15:29:16,new
object_detection,person,0.8527453541755676,2025-04-06 15:29:16,new
object_detection,person,0.44774478673934937,2025-04-06 15:29:16,new
object_detection,person,0.3614375591278076,2025-04-06 15:29:16,new
object_detection,person,0.8122768998146057,2025-04-06 15:29:19,new
object_detection,person,0.7000063061714172,2025-04-06 15:29:19,new
object_detection,person,0.8862782120704651,2025-04-06 15:29:26,new
object_detection,person,0.88924640417099,2025-04-06 15:29:26,new
object_detection,person,0.8817428946495056,2025-04-06 15:29:27,new
object_detection,person,0.870497465133667,2025-04-06 15:29:32,new
object_detection,person,0.8748433589935303,2025-04-06 15:29:32,new
object_detection,person,0.8764559626579285,2025-04-06 15:29:32,new
object_detection,person,0.8771238327026367,2025-04-06 15:34:36,new
object_detection,person,0.877118706703186,2025-04-06 15:34:36,new
object_detection,person,0.879156768321991,2025-04-06 15:34:36,new
object_detection,person,0.8925754427909851,2025-04-06 15:34:36,new
object_detection,person,0.8853771686553955,2025-04-06 15:34:37,new
object_detection,person,0.8823384642601013,2025-04-06 15:34:37,new
object_detection,person,0.8823384642601013,2025-04-06 15:34:37,new
object_detection,person,0.8919116258621216,2025-04-06 15:34:37,new
object_detection,person,0.8892199993133545,2025-04-06 15:34:37,new
object_detection,person,0.8862365484237671,2025-04-06 15:34:37,new
object_detection,person,0.8892552256584167,2025-04-06 15:34:37,new
object_detection,person,0.8892552256584167,2025-04-06 15:34:37,new
object_detection,person,0.8817234039306641,2025-04-06 15:34:38,new
object_detection,person,0.8817234039306641,2025-04-06 15:34:38,new
object_detection,person,0.8778539299964905,2025-04-06 15:34:38,new
object_detection,person,0.8631369471549988,2025-04-06 15:34:38,new
object_detection,person,0.8547372221946716,2025-04-06 15:34:38,new
object_detection,person,0.8739591836929321,2025-04-06 15:34:38,new
object_detection,person,0.8739591836929321,2025-04-06 15:34:38,new
object_detection,person,0.8622079491615295,2025-04-06 15:34:38,new
object_detection,person,0.8622079491615295,2025-04-06 15:34:38,new
object_detection,person,0.8493586182594299,2025-04-06 15:34:39,new
object_detection,person,0.8634271025657654,2025-04-06 15:34:39,new
object_detection,person,0.8634271025657654,2025-04-06 15:34:39,new
object_detection,person,0.8806368112564087,2025-04-06 15:34:39,new
object_detection,person,0.8749158382415771,2025-04-06 15:34:39,new
object_detection,person,0.8753235340118408,2025-04-06 15:34:39,new
object_detection,person,0.8726543188095093,2025-04-06 15:34:39,new
object_detection,person,0.8726543188095093,2025-04-06 15:34:40,new
object_detection,person,0.8665099143981934,2025-04-06 15:34:40,new
object_detection,person,0.8735379576683044,2025-04-06 15:34:40,new
object_detection,person,0.8706139922142029,2025-04-06 15:34:40,new
object_detection,person,0.8744891285896301,2025-04-06 15:34:40,new
object_detection,person,0.8604994416236877,2025-04-06 15:34:40,new
object_detection,person,0.8604994416236877,2025-04-06 15:34:40,new
object_detection,person,0.8469725847244263,2025-04-06 15:34:40,new
object_detection,person,0.8469725847244263,2025-04-06 15:34:40,new
object_detection,person,0.871979296207428,2025-04-06 15:34:41,new
object_detection,person,0.854656457901001,2025-04-06 15:34:41,new
object_detection,person,0.854656457901001,2025-04-06 15:34:41,new
object_detection,person,0.8840013742446899,2025-04-06 15:34:41,new
object_detection,person,0.8840013742446899,2025-04-06 15:34:41,new
object_detection,person,0.8701968789100647,2025-04-06 15:34:41,new
object_detection,person,0.8897340297698975,2025-04-06 15:34:41,new
object_detection,person,0.876015305519104,2025-04-06 15:34:41,new
object_detection,person,0.876015305519104,2025-04-06 15:34:41,new
object_detection,person,0.8515933156013489,2025-04-06 15:34:42,new
object_detection,person,0.8515933156013489,2025-04-06 15:34:42,new
object_detection,person,0.8590657711029053,2025-04-06 15:34:42,new
object_detection,person,0.8630752563476562,2025-04-06 15:34:42,new
object_detection,person,0.5711392164230347,2025-04-06 15:34:42,new
object_detection,person,0.5711392164230347,2025-04-06 15:34:42,new
object_detection,person,0.8255395889282227,2025-04-06 15:34:42,new
object_detection,person,0.8255395889282227,2025-04-06 15:34:42,new
object_detection,person,0.8629079461097717,2025-04-06 15:34:42,new
object_detection,person,0.8482975363731384,2025-04-06 15:34:43,new
object_detection,person,0.7842784523963928,2025-04-06 15:34:43,new
object_detection,person,0.7842784523963928,2025-04-06 15:34:43,new
object_detection,person,0.868238091468811,2025-04-06 15:34:43,new
object_detection,person,0.868238091468811,2025-04-06 15:34:43,new
object_detection,person,0.8372439742088318,2025-04-06 15:34:43,new
object_detection,person,0.800868809223175,2025-04-06 15:34:43,new
object_detection,person,0.6491773128509521,2025-04-06 15:34:43,new
object_detection,person,0.8303109407424927,2025-04-06 15:34:43,new
object_detection,person,0.8303109407424927,2025-04-06 15:34:44,new
object_detection,person,0.9125531315803528,2025-04-06 15:34:44,new
object_detection,person,0.9125531315803528,2025-04-06 15:34:44,new
object_detection,person,0.9284403324127197,2025-04-06 15:34:44,new
object_detection,person,0.9284536242485046,2025-04-06 15:34:44,new
object_detection,person,0.9209574460983276,2025-04-06 15:34:44,new
object_detection,person,0.9209574460983276,2025-04-06 15:34:44,new
object_detection,person,0.900044858455658,2025-04-06 15:34:44,new
object_detection,person,0.900044858455658,2025-04-06 15:34:44,new
object_detection,person,0.9108241200447083,2025-04-06 15:34:45,new
object_detection,person,0.8885381817817688,2025-04-06 15:34:45,new
object_detection,person,0.9030248522758484,2025-04-06 15:34:45,new
object_detection,person,0.9030248522758484,2025-04-06 15:34:45,new
object_detection,person,0.9048668742179871,2025-04-06 15:34:45,new
object_detection,person,0.9048668742179871,2025-04-06 15:34:45,new
object_detection,person,0.8863670825958252,2025-04-06 15:34:45,new
object_detection,person,0.890129566192627,2025-04-06 15:34:45,new
object_detection,person,0.9113261699676514,2025-04-06 15:34:45,new
object_detection,person,0.9045951962471008,2025-04-06 15:34:46,new
object_detection,person,0.9045951962471008,2025-04-06 15:34:46,new
object_detection,person,0.8984148502349854,2025-04-06 15:34:46,new
object_detection,person,0.8984148502349854,2025-04-06 15:34:46,new
object_detection,person,0.8963679075241089,2025-04-06 15:34:46,new
object_detection,person,0.8915857672691345,2025-04-06 15:34:46,new
object_detection,person,0.8968315720558167,2025-04-06 15:34:46,new
object_detection,person,0.8771961331367493,2025-04-06 15:34:46,new
object_detection,person,0.8877376914024353,2025-04-06 15:34:46,new
object_detection,person,0.9052784442901611,2025-04-06 15:34:47,new
object_detection,person,0.8954640626907349,2025-04-06 15:34:47,new
object_detection,person,0.9073464274406433,2025-04-06 15:34:47,new
object_detection,person,0.9141468405723572,2025-04-06 15:34:47,new
object_detection,person,0.9141468405723572,2025-04-06 15:34:47,new
object_detection,person,0.9114238023757935,2025-04-06 15:34:47,new
object_detection,person,0.9114142060279846,2025-04-06 15:34:47,new
object_detection,person,0.9038671851158142,2025-04-06 15:34:47,new
object_detection,person,0.907126247882843,2025-04-06 15:34:47,new
object_detection,person,0.907126247882843,2025-04-06 15:34:48,new
object_detection,person,0.9108841419219971,2025-04-06 15:34:48,new
object_detection,person,0.9063900113105774,2025-04-06 15:34:48,new
object_detection,person,0.8978133797645569,2025-04-06 15:34:48,new
object_detection,person,0.8978133797645569,2025-04-06 15:34:48,new
object_detection,person,0.8866726756095886,2025-04-06 15:34:48,new
object_detection,person,0.8866726756095886,2025-04-06 15:34:48,new
object_detection,person,0.8980877995491028,2025-04-06 15:34:48,new
object_detection,person,0.8942658305168152,2025-04-06 15:34:48,new
object_detection,person,0.8491141200065613,2025-04-06 15:34:49,new
object_detection,person,0.8491141200065613,2025-04-06 15:34:49,new
object_detection,person,0.8356508016586304,2025-04-06 15:34:49,new
object_detection,person,0.8356508016586304,2025-04-06 15:34:49,new
object_detection,person,0.8725789189338684,2025-04-06 15:34:49,new
object_detection,person,0.8460918664932251,2025-04-06 15:34:49,new
object_detection,person,0.8096442222595215,2025-04-06 15:34:49,new
object_detection,person,0.8096442222595215,2025-04-06 15:34:49,new
object_detection,person,0.8898348808288574,2025-04-06 15:34:49,new
object_detection,person,0.8898348808288574,2025-04-06 15:34:50,new
object_detection,person,0.7697188258171082,2025-04-06 15:34:50,new
object_detection,person,0.9144255518913269,2025-04-06 15:34:50,new
object_detection,person,0.938954770565033,2025-04-06 15:34:50,new
object_detection,person,0.9360831379890442,2025-04-06 15:34:50,new
object_detection,person,0.9318126440048218,2025-04-06 15:34:50,new
object_detection,person,0.9318126440048218,2025-04-06 15:34:50,new
object_detection,person,0.9352092146873474,2025-04-06 15:34:50,new
object_detection,person,0.9410161972045898,2025-04-06 15:34:50,new
object_detection,person,0.9249034523963928,2025-04-06 15:34:51,new
object_detection,person,0.9234545826911926,2025-04-06 15:34:51,new
object_detection,person,0.923638105392456,2025-04-06 15:34:51,new
object_detection,person,0.923638105392456,2025-04-06 15:34:51,new
object_detection,person,0.9232923984527588,2025-04-06 15:34:51,new
object_detection,person,0.9232923984527588,2025-04-06 15:34:51,new
object_detection,person,0.9253684282302856,2025-04-06 15:34:51,new
object_detection,person,0.9287235140800476,2025-04-06 15:34:51,new
object_detection,person,0.9258514642715454,2025-04-06 15:34:51,new
object_detection,person,0.9258514642715454,2025-04-06 15:34:52,new
object_detection,person,0.9202977418899536,2025-04-06 15:34:52,new
object_detection,person,0.9202977418899536,2025-04-06 15:34:52,new
object_detection,person,0.9248613715171814,2025-04-06 15:34:52,new
object_detection,person,0.923945963382721,2025-04-06 15:34:52,new
object_detection,person,0.9165127277374268,2025-04-06 15:34:52,new
object_detection,person,0.9158259034156799,2025-04-06 15:34:52,new
object_detection,person,0.9206354022026062,2025-04-06 15:34:52,new
object_detection,person,0.9206354022026062,2025-04-06 15:34:52,new
object_detection,person,0.9182186722755432,2025-04-06 15:34:53,new
object_detection,person,0.9146928787231445,2025-04-06 15:34:53,new
object_detection,person,0.9236142039299011,2025-04-06 15:34:53,new
object_detection,person,0.9236142039299011,2025-04-06 15:34:53,new
object_detection,person,0.8916768431663513,2025-04-06 15:34:53,new
object_detection,person,0.913580060005188,2025-04-06 15:34:53,new
object_detection,person,0.913580060005188,2025-04-06 15:34:53,new
object_detection,person,0.9207172393798828,2025-04-06 15:34:53,new
object_detection,person,0.9189226627349854,2025-04-06 15:34:53,new
object_detection,person,0.9177111983299255,2025-04-06 15:34:54,new
object_detection,person,0.9177111983299255,2025-04-06 15:34:54,new
object_detection,person,0.9153045415878296,2025-04-06 15:34:54,new
object_detection,person,0.9153045415878296,2025-04-06 15:34:54,new
object_detection,person,0.9120775461196899,2025-04-06 15:34:54,new
object_detection,person,0.9145172834396362,2025-04-06 15:34:54,new
object_detection,person,0.9122437834739685,2025-04-06 15:34:54,new
object_detection,person,0.9143000841140747,2025-04-06 15:34:54,new
object_detection,person,0.9143000841140747,2025-04-06 15:34:54,new
object_detection,person,0.9195263385772705,2025-04-06 15:34:55,new
